ApplicationID,Name,Gender,Age,City,State,AppliedProgram,ApplicationStatus,DateApplied,TestDate,QuantitativeScore,LogicalScore,VerbalScore,TotalScore,NumThankYou,NumFollowUp,NumReminder,NumAppStatus,AvgResponseTime,LastCommDate,MostFrequentChannel,InterviewerName,InterviewDate,Score,Feedback
A02387,Robert Bernard PhD,Female,35,Jaimeburgh,Florida,Law,Interview Scheduled,2024-08-04 00:00:00,2024-06-20 00:00:00,31,26,36,93,0,0,0,1,48,2024-02-10 00:00:00,Phone Call,Nancy Johnson,2024-06-05 00:00:00,75,Average performance
A02388,Jake Nichols,Other,26,South Christopherberg,New York,Business,Accepted,2024-09-02 00:00:00,2024-04-15 00:00:00,39,25,22,86,1,0,0,0,12,2024-06-23 00:00:00,Phone Call,Micheal Evans,2024-07-15 00:00:00,59,Good technical skills
A02389,Donna Welch,Female,29,Andrewport,Idaho,Business,Rejected,2024-02-17 00:00:00,2024-02-11 00:00:00,20,22,35,77,0,1,0,0,2,2024-08-23 00:00:00,Phone Call,Natalie Green,2024-09-07 00:00:00,87,Needs improvement
A02390,Steven Moss,Male,27,Charlesmouth,South Dakota,Business,Interview Scheduled,2024-03-24 00:00:00,2024-01-14 00:00:00,10,14,32,56,0,0,1,0,6,2024-06-26 00:00:00,Phone Call,Richard Alvarez,2024-01-08 00:00:00,68,Needs improvement
A02391,Alex Obrien,Male,25,West Katrina,Wisconsin,Arts,Accepted,2024-10-10 00:00:00,2024-10-09 00:00:00,39,15,25,79,1,0,0,0,4,2024-02-21 00:00:00,Phone Call,Alexandra Brown,2024-07-08 00:00:00,63,Needs improvement
A02393,Lisa Cook,Male,22,West Erika,Pennsylvania,Engineering,Interview Scheduled,2024-06-23 00:00:00,2024-07-23 00:00:00,23,15,15,53,1,0,0,0,6,2024-02-03 00:00:00,Email,Erin Pitts,2024-10-17 00:00:00,87,Good technical skills
A02394,Stacy Wood,Male,25,Cassandramouth,Tennessee,Law,Accepted,2024-10-21 00:00:00,2024-05-15 00:00:00,31,33,22,86,1,0,0,0,6,2024-03-01 00:00:00,Phone Call,Joann Hunt,2024-06-20 00:00:00,70,Needs improvement
A02395,Janice Martinez,Other,31,Darlenefurt,Nebraska,Business,Interview Scheduled,2024-12-06 00:00:00,2023-12-21 00:00:00,36,30,37,103,0,0,0,1,48,2024-05-17 00:00:00,Phone Call,Joseph Jones,2024-05-20 00:00:00,79,Good technical skills
A02396,Amanda Roberson,Female,19,Ashleyville,Idaho,Arts,Interview Scheduled,2024-07-28 00:00:00,2024-04-08 00:00:00,17,14,32,63,0,0,0,1,24,2024-07-19 00:00:00,Email,Amber Nguyen,2024-06-11 00:00:00,97,Excellent communication
A02397,Melissa Taylor,Other,25,North Darin,Ohio,Engineering,Submitted,2024-10-10 00:00:00,2024-11-17 00:00:00,31,13,14,58,0,0,1,0,48,2024-04-28 00:00:00,WhatsApp,Michelle Johnston,2024-08-30 00:00:00,94,Needs improvement
A02399,Hannah Snyder,Male,30,Williamview,Rhode Island,Engineering,Rejected,2024-03-30 00:00:00,2024-02-10 00:00:00,18,21,19,58,1,0,0,0,48,2023-12-28 00:00:00,Email,Jeffrey West,2024-11-23 00:00:00,67,Needs improvement
A02400,Sarah Marks,Female,34,Alexamouth,Arizona,Computer Science,Rejected,2024-08-19 00:00:00,2024-04-23 00:00:00,31,27,12,70,0,0,1,0,4,2024-05-15 00:00:00,Email,Joseph Morrison,2023-12-31 00:00:00,81,Needs improvement
A02401,Christopher Johnson,Male,23,Stacyshire,New Jersey,Computer Science,Rejected,2024-07-02 00:00:00,2024-06-23 00:00:00,17,34,17,68,0,0,0,1,24,2024-07-16 00:00:00,Phone Call,Joseph Bowen,2024-04-10 00:00:00,88,Average performance
A02403,Andrew Johnston,Female,32,Port Jennifer,Rhode Island,Business,Rejected,2024-08-24 00:00:00,2024-10-22 00:00:00,27,11,25,63,1,0,0,0,24,2024-06-08 00:00:00,Phone Call,Lisa Hicks,2024-01-25 00:00:00,75,Average performance
A02404,Vanessa Freeman,Other,24,Braunborough,Arizona,Law,Accepted,2024-10-02 00:00:00,2024-04-17 00:00:00,13,25,39,77,0,0,0,1,12,2024-08-21 00:00:00,WhatsApp,Chad Wilson,2023-12-14 00:00:00,75,Excellent communication
A02405,Ashley Williams,Female,30,Lake Chad,Delaware,Computer Science,Accepted,2024-06-07 00:00:00,2024-04-17 00:00:00,31,18,25,74,1,0,0,0,24,2024-04-27 00:00:00,Phone Call,Shelly Estes,2024-06-26 00:00:00,63,Good technical skills
A02406,Kelly Rodriguez,Female,25,North Kristopher,Connecticut,Arts,Accepted,2024-04-16 00:00:00,2023-12-15 00:00:00,37,11,12,60,0,1,0,0,12,2024-03-19 00:00:00,Email,James Obrien,2024-03-31 00:00:00,52,Excellent communication
A02407,Bradley Williams,Other,35,Lake Darren,Washington,Business,Accepted,2024-09-10 00:00:00,2024-07-10 00:00:00,13,32,40,85,0,0,1,0,2,2024-07-06 00:00:00,Phone Call,Eric Whitehead,2024-08-30 00:00:00,71,Good technical skills
A02408,Angela Ferguson,Other,33,Port Susanmouth,New York,Arts,Interview Scheduled,2024-03-06 00:00:00,2024-01-06 00:00:00,37,34,31,102,1,0,0,0,6,2024-03-28 00:00:00,Phone Call,David Vasquez,2024-11-22 00:00:00,61,Average performance
A02409,Courtney Strickland,Female,32,Lake Timothyshire,Hawaii,Arts,Accepted,2024-01-29 00:00:00,2024-02-20 00:00:00,33,15,30,78,1,0,0,0,12,2024-04-29 00:00:00,WhatsApp,Todd Cox,2024-02-07 00:00:00,62,Average performance
A02410,Eric Shaw,Other,27,South Emma,Indiana,Arts,Accepted,2024-01-04 00:00:00,2024-04-15 00:00:00,15,31,16,62,0,0,0,1,2,2024-02-15 00:00:00,WhatsApp,Megan Beard,2024-02-17 00:00:00,61,Average performance
A02411,Eric Young,Male,22,Amyton,Arkansas,Computer Science,Submitted,2024-07-30 00:00:00,2024-10-11 00:00:00,17,13,21,51,0,0,0,1,48,2024-04-19 00:00:00,WhatsApp,Tonya Russell,2024-10-05 00:00:00,79,Average performance
A02414,Christopher Johnson,Female,23,Reesechester,Iowa,Engineering,Submitted,2024-02-02 00:00:00,2024-04-05 00:00:00,11,27,39,77,0,0,1,0,4,2024-09-10 00:00:00,WhatsApp,Kimberly White,2024-10-02 00:00:00,83,Average performance
A02415,James Oliver,Female,26,Fredfurt,Arizona,Computer Science,Rejected,2024-11-25 00:00:00,2024-10-05 00:00:00,36,29,20,85,0,0,1,0,48,2024-11-08 00:00:00,Email,Brett Stewart,2024-11-11 00:00:00,81,Excellent communication
A02416,Patrick Herrera,Other,35,Lake Susan,South Dakota,Arts,Submitted,2024-07-20 00:00:00,2024-02-15 00:00:00,21,35,19,75,1,0,0,0,4,2024-05-30 00:00:00,Phone Call,Jacob Sanchez,2023-12-24 00:00:00,95,Excellent communication
A02418,Joseph Baker,Female,32,Cruzchester,Michigan,Business,Interview Scheduled,2024-09-09 00:00:00,2024-06-01 00:00:00,16,39,13,68,0,0,1,0,4,2023-12-12 00:00:00,Email,Carolyn Knight,2024-11-17 00:00:00,55,Needs improvement
A02419,Dylan Anderson,Male,33,Port Joseph,Oregon,Business,Accepted,2024-03-27 00:00:00,2024-04-10 00:00:00,19,18,19,56,0,0,0,1,12,2024-11-16 00:00:00,Phone Call,Angela Pham,2024-07-19 00:00:00,82,Good technical skills
A02420,James Harvey,Other,23,Lisaburgh,Arizona,Computer Science,Rejected,2024-04-05 00:00:00,2024-01-17 00:00:00,39,17,35,91,0,0,1,0,6,2024-05-11 00:00:00,Phone Call,Austin Foster,2024-10-09 00:00:00,70,Average performance
A02421,Barbara Brooks,Male,25,North Melissahaven,Virginia,Computer Science,Submitted,2024-10-23 00:00:00,2023-12-17 00:00:00,19,39,22,80,0,0,0,1,12,2024-07-24 00:00:00,Phone Call,Ashley Dunn DDS,2024-11-10 00:00:00,78,Excellent communication
A02422,Gregory Hartman,Other,18,Rosarioport,Delaware,Computer Science,Interview Scheduled,2024-02-11 00:00:00,2024-06-21 00:00:00,14,19,35,68,0,1,0,0,2,2024-09-25 00:00:00,Email,Melvin Klein Jr.,2024-04-04 00:00:00,100,Average performance
A02423,Bobby Hall,Female,23,Port Shawnborough,Oregon,Arts,Rejected,2024-05-25 00:00:00,2024-03-28 00:00:00,36,30,23,89,0,1,0,0,2,2024-02-28 00:00:00,WhatsApp,Shannon Reed,2024-06-07 00:00:00,99,Average performance
A02424,Jeffrey Kennedy,Female,31,Port Stephanie,Nebraska,Arts,Submitted,2024-05-13 00:00:00,2024-04-28 00:00:00,21,37,29,87,0,1,0,0,24,2024-05-03 00:00:00,Phone Call,Valerie Thomas,2024-08-09 00:00:00,65,Excellent communication
A02425,Robert Hooper,Other,25,Sparksbury,Illinois,Law,Interview Scheduled,2024-12-02 00:00:00,2024-07-14 00:00:00,10,37,31,78,1,0,0,0,12,2024-11-18 00:00:00,WhatsApp,Anthony Bryant,2024-07-27 00:00:00,93,Needs improvement
A02426,Leonard Harris,Female,32,Browntown,Wyoming,Law,Interview Scheduled,2024-06-01 00:00:00,2024-01-01 00:00:00,27,11,21,59,0,1,0,0,48,2023-12-14 00:00:00,WhatsApp,Steven Munoz,2024-05-24 00:00:00,55,Good technical skills
A02427,Todd Miller,Other,20,South David,Indiana,Law,Rejected,2024-04-28 00:00:00,2024-01-16 00:00:00,36,34,34,104,0,0,0,1,4,2023-12-22 00:00:00,WhatsApp,Maria Smith,2024-04-20 00:00:00,56,Good technical skills
A02428,Tonya Lee,Female,27,New Williamborough,Ohio,Arts,Accepted,2024-09-06 00:00:00,2024-05-28 00:00:00,33,20,17,70,0,0,0,1,12,2024-03-02 00:00:00,WhatsApp,Sarah Mora,2024-06-09 00:00:00,59,Needs improvement
A02429,Tyler Lopez,Other,22,Port Josephport,New York,Business,Accepted,2024-04-17 00:00:00,2024-07-23 00:00:00,35,25,22,82,0,0,0,1,48,2024-06-17 00:00:00,Phone Call,Kenneth Anderson,2024-07-18 00:00:00,80,Good technical skills
A02430,James Tanner,Female,19,Rickyland,Wyoming,Arts,Interview Scheduled,2024-04-27 00:00:00,2024-04-12 00:00:00,27,32,18,77,1,0,0,0,24,2024-06-11 00:00:00,Email,William Lewis,2024-02-21 00:00:00,100,Needs improvement
A02431,Amanda Vasquez,Female,21,Port Andrew,Wisconsin,Arts,Submitted,2024-11-29 00:00:00,2024-06-14 00:00:00,32,24,21,77,1,0,0,0,24,2023-12-15 00:00:00,WhatsApp,Tanya Brooks,2024-09-11 00:00:00,91,Needs improvement
A02433,Thomas Carter,Male,26,Port Zacharymouth,Texas,Computer Science,Submitted,2024-01-24 00:00:00,2024-12-06 00:00:00,21,37,37,95,0,0,0,1,6,2024-03-04 00:00:00,WhatsApp,David Humphrey,2024-02-19 00:00:00,75,Excellent communication
A02435,Amanda Conley,Male,32,Matthewtown,Vermont,Business,Rejected,2024-10-18 00:00:00,2024-02-08 00:00:00,20,40,16,76,0,1,0,0,4,2024-05-10 00:00:00,Phone Call,Ellen Obrien,2024-09-16 00:00:00,97,Average performance
A02436,Matthew Garcia Jr.,Other,22,East Andrewhaven,Georgia,Arts,Interview Scheduled,2023-12-20 00:00:00,2024-08-30 00:00:00,38,27,13,78,0,0,0,1,12,2024-02-11 00:00:00,WhatsApp,Logan Duncan,2024-04-24 00:00:00,85,Excellent communication
A02437,Isabel Green,Other,29,North Joshuastad,Kansas,Engineering,Accepted,2024-06-11 00:00:00,2024-10-28 00:00:00,16,16,17,49,1,0,0,0,6,2024-10-20 00:00:00,Email,Frances Forbes,2024-05-25 00:00:00,78,Good technical skills
A02438,Austin Robinson,Other,30,Arthurland,Arkansas,Law,Interview Scheduled,2023-12-31 00:00:00,2024-05-14 00:00:00,14,26,23,63,0,1,0,0,6,2023-12-31 00:00:00,WhatsApp,Jill Baker,2024-11-17 00:00:00,92,Average performance
A02439,Mark Mcmillan,Female,28,Geraldmouth,New Jersey,Computer Science,Interview Scheduled,2024-08-07 00:00:00,2024-10-19 00:00:00,19,24,10,53,0,0,1,0,48,2024-11-13 00:00:00,WhatsApp,Charles Jimenez,2024-03-15 00:00:00,74,Average performance
A02440,Joseph Smith,Other,27,West Amyport,Arizona,Business,Accepted,2024-07-22 00:00:00,2024-05-03 00:00:00,19,19,20,58,1,0,0,0,6,2024-09-02 00:00:00,WhatsApp,Erin West,2024-10-14 00:00:00,77,Needs improvement
A02441,Calvin King,Female,30,West Robertville,Virginia,Computer Science,Submitted,2024-04-29 00:00:00,2024-08-29 00:00:00,15,33,12,60,0,0,0,1,2,2024-01-08 00:00:00,Phone Call,Philip Peterson,2024-09-14 00:00:00,87,Excellent communication
A02442,Jeffrey Aguirre,Female,28,Danielshire,Wyoming,Engineering,Rejected,2024-05-31 00:00:00,2024-02-15 00:00:00,35,37,30,102,0,0,1,0,2,2024-08-13 00:00:00,WhatsApp,Alexis Holloway,2024-12-06 00:00:00,63,Good technical skills
A02443,Margaret Day,Other,31,West Jonathan,Illinois,Engineering,Interview Scheduled,2024-09-24 00:00:00,2024-09-03 00:00:00,15,10,30,55,1,0,0,0,12,2024-05-28 00:00:00,WhatsApp,Daniel Cook,2024-04-29 00:00:00,87,Good technical skills
A02444,Paige Patterson,Male,31,Stevenland,Ohio,Law,Interview Scheduled,2024-04-24 00:00:00,2023-12-22 00:00:00,38,37,13,88,0,1,0,0,4,2024-06-11 00:00:00,Email,Rebecca Ryan,2024-11-18 00:00:00,79,Good technical skills
A02445,Dylan Key,Other,26,North Stacey,Tennessee,Arts,Rejected,2024-08-14 00:00:00,2024-10-10 00:00:00,11,11,10,32,0,0,1,0,48,2024-06-01 00:00:00,Phone Call,Erin Austin,2024-09-22 00:00:00,86,Good technical skills
A02446,John Hardy,Other,25,West Abigailfort,Pennsylvania,Engineering,Rejected,2024-02-18 00:00:00,2024-11-21 00:00:00,24,24,27,75,0,0,0,1,4,2024-04-02 00:00:00,Email,Emily Collins,2023-12-21 00:00:00,65,Needs improvement
A02449,Carrie Payne,Female,31,Port Julianland,Washington,Engineering,Interview Scheduled,2024-04-29 00:00:00,2024-01-07 00:00:00,28,16,32,76,1,0,0,0,12,2024-09-03 00:00:00,Phone Call,Tracie Carter,2024-02-25 00:00:00,83,Excellent communication
A02450,Christopher Clark,Male,20,New Jessicachester,Hawaii,Business,Rejected,2024-04-18 00:00:00,2024-03-20 00:00:00,40,37,24,101,0,0,1,0,12,2024-11-08 00:00:00,Phone Call,Brian Jarvis,2024-07-06 00:00:00,87,Excellent communication
A02451,Julia Jones,Female,19,Mccarthyside,Rhode Island,Arts,Rejected,2024-03-17 00:00:00,2024-11-28 00:00:00,36,17,19,72,0,0,0,1,24,2024-06-20 00:00:00,WhatsApp,Bonnie Ross,2024-09-01 00:00:00,92,Excellent communication
A02452,Marc Huffman,Male,33,Port Tinahaven,Wisconsin,Business,Submitted,2024-06-05 00:00:00,2024-10-11 00:00:00,36,11,12,59,0,1,0,0,4,2024-05-31 00:00:00,Email,Cathy Bryant,2024-06-29 00:00:00,84,Good technical skills
A02454,Barbara Dawson,Male,30,South April,New York,Engineering,Submitted,2024-07-07 00:00:00,2024-09-05 00:00:00,27,21,18,66,0,0,0,1,4,2024-12-04 00:00:00,Email,Edwin Campbell,2024-01-06 00:00:00,79,Average performance
A02455,Holly Brown,Other,20,Hughesburgh,South Carolina,Engineering,Accepted,2024-03-03 00:00:00,2024-05-23 00:00:00,23,24,27,74,0,0,1,0,24,2024-11-06 00:00:00,Phone Call,Margaret Henderson,2024-06-13 00:00:00,71,Average performance
A02456,Brooke Cummings,Female,23,Port Markview,Kansas,Computer Science,Accepted,2024-04-23 00:00:00,2024-05-29 00:00:00,28,10,22,60,1,0,0,0,12,2024-01-11 00:00:00,WhatsApp,Daniel Jones,2024-08-20 00:00:00,72,Average performance
A02457,Cameron Davila,Other,30,New Curtis,Utah,Law,Interview Scheduled,2024-01-22 00:00:00,2024-08-30 00:00:00,21,14,37,72,0,0,1,0,2,2024-11-13 00:00:00,WhatsApp,Connie Gray,2024-09-26 00:00:00,81,Needs improvement
A02459,Melanie Walker,Male,29,Jessicaport,Colorado,Engineering,Interview Scheduled,2024-07-29 00:00:00,2024-11-19 00:00:00,40,34,19,93,0,1,0,0,12,2024-02-08 00:00:00,Phone Call,Shawn Sullivan,2024-10-14 00:00:00,80,Good technical skills
A02460,James Kent,Male,18,Robertmouth,Mississippi,Law,Submitted,2024-08-08 00:00:00,2024-06-16 00:00:00,31,36,10,77,0,0,1,0,6,2024-07-30 00:00:00,WhatsApp,Cassandra Young,2024-06-24 00:00:00,89,Average performance
A02461,Jason Wang,Other,25,North Beth,Alaska,Business,Rejected,2024-01-01 00:00:00,2024-01-12 00:00:00,12,20,37,69,0,0,0,1,6,2023-12-22 00:00:00,Email,Joseph Alexander,2024-01-27 00:00:00,83,Excellent communication
A02462,Kenneth Robinson,Other,26,Lauraport,Washington,Engineering,Accepted,2024-11-26 00:00:00,2024-11-03 00:00:00,26,37,21,84,0,0,1,0,4,2024-10-27 00:00:00,Phone Call,Rebecca Pham,2024-03-31 00:00:00,98,Needs improvement
A02463,Michael Morales,Female,35,Cameronview,Missouri,Engineering,Interview Scheduled,2024-05-16 00:00:00,2024-08-24 00:00:00,23,28,18,69,0,0,1,0,6,2023-12-11 00:00:00,WhatsApp,Joanna Foster,2024-07-25 00:00:00,95,Excellent communication
A02464,Terry Ortiz,Other,33,Williamchester,Missouri,Arts,Interview Scheduled,2024-08-02 00:00:00,2024-04-26 00:00:00,22,23,19,64,0,0,0,1,2,2024-05-09 00:00:00,WhatsApp,Amy Larson,2024-07-19 00:00:00,77,Excellent communication
A02465,Steven Davenport,Female,34,Hernandezstad,New Jersey,Engineering,Rejected,2023-12-28 00:00:00,2024-01-12 00:00:00,23,23,17,63,0,0,0,1,12,2024-08-08 00:00:00,Phone Call,William Stewart,2024-02-22 00:00:00,94,Needs improvement
A02466,Brian Juarez,Other,18,Port Christopher,Vermont,Engineering,Interview Scheduled,2024-10-08 00:00:00,2024-11-15 00:00:00,21,12,29,62,0,0,1,0,6,2024-06-20 00:00:00,Email,Mr. Corey Orr Jr.,2024-10-23 00:00:00,96,Needs improvement
A02468,Donald Pena,Male,21,Katherinefurt,New Jersey,Business,Rejected,2024-08-26 00:00:00,2024-05-18 00:00:00,22,39,31,92,1,0,0,0,4,2024-10-29 00:00:00,Email,Phillip Myers,2024-05-27 00:00:00,54,Needs improvement
A02469,Kimberly Mcgee,Other,24,Angelachester,North Dakota,Computer Science,Accepted,2024-02-16 00:00:00,2024-06-19 00:00:00,17,10,21,48,0,0,1,0,24,2024-09-01 00:00:00,Email,Jerry Cline,2024-07-08 00:00:00,95,Average performance
A02470,Brooke Bright,Male,25,North Brittneyfurt,North Dakota,Law,Accepted,2024-07-19 00:00:00,2024-09-19 00:00:00,10,32,36,78,1,0,0,0,4,2024-06-20 00:00:00,Email,Jason Adams,2024-05-29 00:00:00,61,Good technical skills
A02471,Joseph Martinez,Female,20,New Matthewstad,Idaho,Computer Science,Interview Scheduled,2024-12-04 00:00:00,2024-07-30 00:00:00,13,30,17,60,1,0,0,0,6,2024-01-15 00:00:00,Phone Call,Anthony Jones,2024-06-19 00:00:00,66,Needs improvement
A02473,Diane Murphy,Male,34,Sanchezburgh,Minnesota,Computer Science,Submitted,2024-07-27 00:00:00,2024-06-04 00:00:00,39,12,39,90,0,0,1,0,4,2024-01-23 00:00:00,Email,Nicole Duran,2024-11-08 00:00:00,88,Good technical skills
A02474,Robert Young,Female,32,North Wendy,Missouri,Business,Rejected,2024-04-05 00:00:00,2023-12-21 00:00:00,27,11,39,77,0,0,0,1,12,2024-01-30 00:00:00,Phone Call,Alexandria Mccarty,2024-11-05 00:00:00,72,Average performance
A02475,Amanda Chavez,Male,32,South Mary,Alaska,Arts,Interview Scheduled,2024-04-09 00:00:00,2023-12-22 00:00:00,37,13,11,61,0,1,0,0,48,2024-09-09 00:00:00,Phone Call,Roger Smith,2024-06-13 00:00:00,79,Excellent communication
A02477,Regina Arellano,Female,25,Davisbury,New York,Engineering,Accepted,2024-08-05 00:00:00,2024-11-06 00:00:00,39,30,31,100,1,0,0,0,12,2024-08-24 00:00:00,Email,Timothy Bailey,2024-02-20 00:00:00,96,Excellent communication
A02478,Mrs. Olivia Stanton,Female,32,Lake Stevenside,Utah,Engineering,Accepted,2024-03-17 00:00:00,2024-01-01 00:00:00,19,26,38,83,0,1,0,0,24,2023-12-25 00:00:00,WhatsApp,Carl Bass,2024-04-13 00:00:00,70,Needs improvement
A02479,Nicholas Young,Other,27,North Stacy,Nevada,Engineering,Rejected,2024-04-25 00:00:00,2024-11-05 00:00:00,17,10,36,63,0,1,0,0,48,2024-09-09 00:00:00,Email,Shane Aguilar,2024-11-06 00:00:00,75,Excellent communication
A02480,Ricky Graham,Other,23,East Kathryn,Pennsylvania,Law,Accepted,2024-01-19 00:00:00,2024-08-08 00:00:00,32,23,28,83,0,0,1,0,4,2024-05-21 00:00:00,Email,Timothy Carpenter,2024-06-25 00:00:00,81,Good technical skills
A02481,Jeffrey Wise,Other,23,North Melissaburgh,Utah,Engineering,Accepted,2024-04-30 00:00:00,2024-05-17 00:00:00,22,26,21,69,0,0,1,0,24,2024-05-14 00:00:00,Email,Mary Parker,2024-07-26 00:00:00,66,Excellent communication
A02482,Tammy Butler,Female,24,South Matthew,West Virginia,Business,Accepted,2024-10-08 00:00:00,2024-03-19 00:00:00,26,22,29,77,0,0,1,0,2,2024-10-03 00:00:00,Email,Martha Stone,2024-01-10 00:00:00,75,Needs improvement
A02483,Patricia Johnson,Female,29,East Jessicaborough,Colorado,Arts,Rejected,2024-09-02 00:00:00,2024-03-20 00:00:00,29,31,18,78,0,0,0,1,4,2024-11-08 00:00:00,Phone Call,Brooke Tucker,2024-11-22 00:00:00,92,Excellent communication
A02484,Samuel Ruiz,Male,26,North Angelaburgh,Nevada,Arts,Submitted,2024-06-19 00:00:00,2024-11-20 00:00:00,23,15,16,54,1,0,0,0,6,2024-08-11 00:00:00,Email,Brian Duncan,2024-11-01 00:00:00,63,Average performance
A02485,Sarah Soto,Female,18,West Amberhaven,Alaska,Engineering,Accepted,2024-08-19 00:00:00,2023-12-10 00:00:00,11,26,23,60,0,0,1,0,2,2024-09-18 00:00:00,Email,Christopher Powell,2024-08-30 00:00:00,95,Good technical skills
A02486,Tony Brown,Male,19,Davisland,North Dakota,Business,Submitted,2024-08-08 00:00:00,2024-04-24 00:00:00,10,26,31,67,0,1,0,0,6,2024-05-02 00:00:00,Phone Call,Jennifer Fields,2024-09-07 00:00:00,89,Average performance
A02487,Patrick Hawkins,Female,22,Moratown,Vermont,Law,Interview Scheduled,2024-05-07 00:00:00,2024-11-15 00:00:00,23,24,14,61,0,1,0,0,48,2024-06-03 00:00:00,WhatsApp,Kylie Burton,2024-09-10 00:00:00,61,Average performance
A02488,Stacy Welch,Male,27,Codyton,Arizona,Engineering,Submitted,2023-12-20 00:00:00,2024-05-04 00:00:00,36,35,18,89,1,0,0,0,2,2024-09-17 00:00:00,Phone Call,Jessica Murray,2024-01-24 00:00:00,89,Good technical skills
A02489,Brendan Fritz,Other,32,Martinport,Pennsylvania,Law,Interview Scheduled,2024-03-26 00:00:00,2024-12-03 00:00:00,11,23,21,55,0,0,0,1,2,2024-12-05 00:00:00,WhatsApp,Phillip Smith,2024-09-08 00:00:00,100,Needs improvement
A02490,Brandon Smith,Other,29,New Marc,Tennessee,Arts,Submitted,2024-10-01 00:00:00,2024-07-31 00:00:00,12,26,22,60,0,0,0,1,12,2024-04-12 00:00:00,Phone Call,Joseph Mccann,2024-11-08 00:00:00,88,Average performance
A02491,Laura Williams,Female,19,North Josephville,New York,Law,Accepted,2024-11-20 00:00:00,2024-05-20 00:00:00,11,40,35,86,0,1,0,0,48,2024-06-25 00:00:00,Phone Call,Jasmine Willis,2023-12-13 00:00:00,93,Good technical skills
A02492,Keith Riley,Female,25,Port Dawn,Ohio,Law,Interview Scheduled,2024-09-09 00:00:00,2024-02-25 00:00:00,39,30,37,106,1,0,0,0,6,2024-09-09 00:00:00,Phone Call,Maria Bennett,2024-08-06 00:00:00,89,Needs improvement
A02493,Timothy Harrell,Other,35,Lake Jillbury,Maryland,Engineering,Rejected,2024-07-23 00:00:00,2023-12-17 00:00:00,30,14,22,66,0,0,0,1,24,2024-03-10 00:00:00,WhatsApp,Terry Fox,2024-10-23 00:00:00,68,Good technical skills
A02494,Juan Lloyd,Male,25,Lake Krystal,Maine,Engineering,Rejected,2024-08-27 00:00:00,2023-12-17 00:00:00,29,40,22,91,0,0,1,0,48,2024-11-15 00:00:00,Phone Call,Selena Carter,2024-10-10 00:00:00,98,Needs improvement
A02495,Amber Steele,Female,31,Port Phillip,North Carolina,Arts,Interview Scheduled,2024-05-04 00:00:00,2024-07-25 00:00:00,17,10,25,52,0,0,1,0,24,2024-11-05 00:00:00,WhatsApp,Kathy Werner,2023-12-11 00:00:00,69,Excellent communication
A02496,Lauren Barber,Male,21,Loweville,Rhode Island,Law,Rejected,2023-12-13 00:00:00,2024-04-28 00:00:00,15,36,38,89,0,0,1,0,12,2024-07-02 00:00:00,Phone Call,Chase Jordan,2024-11-27 00:00:00,92,Average performance
A02497,Melissa Pearson,Female,28,Jamesmouth,Hawaii,Engineering,Accepted,2024-08-17 00:00:00,2024-09-02 00:00:00,23,31,16,70,1,0,0,0,6,2024-12-08 00:00:00,WhatsApp,Garrett Graham,2024-10-09 00:00:00,54,Good technical skills
A02498,Erika Jackson,Other,26,Stewartfort,Maryland,Arts,Accepted,2024-02-17 00:00:00,2024-03-23 00:00:00,32,10,21,63,1,0,0,0,12,2024-03-13 00:00:00,Email,Henry Rasmussen,2024-12-03 00:00:00,69,Good technical skills
A02499,Bethany Murray,Male,32,South Jeffreybury,Maine,Engineering,Rejected,2024-08-10 00:00:00,2024-06-08 00:00:00,38,26,14,78,0,1,0,0,24,2024-03-20 00:00:00,WhatsApp,Mrs. Beverly Jarvis,2024-02-08 00:00:00,97,Average performance
A02500,George Thomas,Male,21,Herrerahaven,Michigan,Engineering,Submitted,2024-10-11 00:00:00,2024-07-19 00:00:00,15,14,28,57,1,0,0,0,4,2024-09-20 00:00:00,WhatsApp,Michele Hernandez,2024-05-28 00:00:00,84,Needs improvement
A02502,Christy Smith,Male,31,South Devin,Utah,Law,Submitted,2024-01-03 00:00:00,2024-04-05 00:00:00,22,25,33,80,0,0,0,1,24,2024-10-21 00:00:00,WhatsApp,Shawn Cruz,2024-09-05 00:00:00,74,Excellent communication
A02503,Jerry Perez,Other,32,Watsonfort,Delaware,Arts,Interview Scheduled,2024-09-24 00:00:00,2024-02-08 00:00:00,24,13,30,67,0,1,0,0,24,2024-07-22 00:00:00,Phone Call,David Thompson,2024-08-11 00:00:00,57,Needs improvement
A02504,Lucas Richardson,Female,21,Hernandezbury,Washington,Law,Interview Scheduled,2024-07-16 00:00:00,2024-02-04 00:00:00,25,32,22,79,0,1,0,0,12,2024-09-16 00:00:00,Phone Call,Christopher Lynch,2024-01-08 00:00:00,78,Good technical skills
A02505,Brandon Torres,Female,27,Heatherton,Oregon,Business,Rejected,2024-02-22 00:00:00,2024-01-12 00:00:00,16,13,27,56,0,1,0,0,4,2024-05-08 00:00:00,Phone Call,Jason Flores,2024-04-14 00:00:00,55,Average performance
A02506,Tanya Davis,Other,25,Port Gregoryborough,Georgia,Engineering,Rejected,2024-08-30 00:00:00,2024-04-27 00:00:00,15,12,34,61,1,0,0,0,4,2024-05-24 00:00:00,WhatsApp,Joel Lee,2024-09-12 00:00:00,53,Needs improvement
