ApplicationID,InterviewerName,InterviewDate,Score,Feedback
A02269,Sandra Stevens,2024-05-08,76,Good technical skills
A02270,Kyle Lee,2024-09-23,72,Good technical skills
A02271,Christine Holmes,2024-10-12,92,Good technical skills
A02272,Dawn Romero,2024-05-15,66,Good technical skills
A02273,Rebecca Zamora,2024-04-27,74,Average performance
A02274,Jamie Hill,2024-01-23,55,Excellent communication
A02275,Glenda Velasquez,2024-04-11,79,Average performance
A02276,Thomas Gordon,2024-01-21,77,Good technical skills
A02277,David Patrick,2024-10-27,99,Needs improvement
A02278,Andrew Miller,2024-02-03,88,Needs improvement
A02279,Christopher Lamb,2024-02-16,96,Good technical skills
A02280,Sean Smith,2024-02-10,74,Needs improvement
A02281,Stefanie Henderson,2024-01-08,82,Good technical skills
A02282,Brittney Hawkins,2024-08-11,82,Excellent communication
A02283,Lindsay Farley,2024-02-09,53,Average performance
A02284,Allison Manning,2024-06-24,96,Average performance
A02285,Matthew Reyes,2024-06-01,75,Good technical skills
A02286,Roger Franklin,2024-09-14,58,Average performance
A02287,Anthony Alvarez,2024-10-06,74,Average performance
A02288,Janice Ellis,2024-08-02,99,Good technical skills
A02289,Nancy Kramer,2024-04-23,86,Average performance
A02290,Daniel Hayden,2024-10-13,85,Average performance
A02291,Joseph Clayton,2024-07-08,87,Average performance
A02292,Molly Bauer,2024-01-23,60,Needs improvement
A02293,Zachary Sanford,2024-07-14,98,Excellent communication
A02294,Cassandra Nunez,2024-11-23,75,Excellent communication
A02295,Benjamin Green,2024-11-12,60,Good technical skills
A02296,Jennifer Howard,2023-12-21,96,Excellent communication
A02297,Duane Grant,2024-08-24,65,Average performance
A02298,Stephanie Clark,2023-12-22,50,Good technical skills
A02299,Dylan Garcia,2024-10-15,59,Good technical skills
A02300,Elizabeth Jones,2024-01-26,70,Average performance
A02301,Brianna Richmond,2024-04-17,75,Good technical skills
A02302,Thomas Williams,2024-09-25,94,Good technical skills
A02303,Larry Ramirez,2024-03-25,65,Needs improvement
A02304,Dr. Taylor Schwartz PhD,2024-05-14,93,Good technical skills
A02305,Amanda Pittman,2024-04-19,59,Good technical skills
A02306,Amy Davis,2024-01-24,57,Needs improvement
A02307,Scott Simmons,2024-01-04,52,Excellent communication
A02308,James Gonzalez,2024-02-23,89,Average performance
A02309,Patrick Alvarez,2023-12-16,52,Average performance
A02310,Daniel Weaver,2024-03-10,58,Average performance
A02311,Kimberly Wheeler,2024-07-02,78,Average performance
A02312,Michael Rivera,2023-12-28,80,Excellent communication
A02313,Ryan Spencer,2024-03-12,89,Average performance
A02314,Lorraine Steele,2023-12-17,58,Excellent communication
A02315,Terry Holmes,2024-04-12,89,Needs improvement
A02316,Angela Green,2024-09-27,59,Excellent communication
A02317,Ryan Hurley,2024-06-06,88,Average performance
A02318,Stephanie Holmes,2024-11-23,54,Needs improvement
A02319,Raymond Brown,2024-11-09,63,Excellent communication
A02320,Joseph Vaughn,2024-10-06,76,Needs improvement
A02321,Dean Matthews,2024-03-12,62,Needs improvement
A02322,Jessica Nguyen,2023-12-25,94,Good technical skills
A02323,Dana Henry,2024-11-26,60,Needs improvement
A02324,Timothy Collins,2024-07-27,95,Good technical skills
A02325,Maria Rich,2024-02-19,91,Average performance
A02326,Hannah Sloan,2024-06-16,56,Needs improvement
A02327,Emily Lee,2024-10-31,99,Good technical skills
A02328,Latasha Anderson,2024-10-08,96,Average performance
A02329,Christine Robbins,2024-02-07,97,Excellent communication
A02330,Richard Davis,2024-04-21,78,Needs improvement
A02331,Michael Frost,2024-08-10,86,Excellent communication
A02332,Tommy Mendoza,2024-07-20,79,Average performance
A02333,John Johnson,2024-11-15,83,Good technical skills
A02334,Sara Taylor,2024-02-15,82,Average performance
A02335,Michael Gutierrez,2024-08-11,98,Needs improvement
A02336,Kevin Howard,2024-04-22,55,Average performance
A02337,Monica Duarte,2024-08-23,85,Needs improvement
A02338,James Mack DDS,2024-02-19,73,Needs improvement
A02339,Jeremy Green,2024-08-10,57,Good technical skills
A02340,Kelly Hardy,2024-01-28,78,Good technical skills
A02341,Wendy King,2024-06-13,59,Excellent communication
A02342,Melissa Edwards,2024-03-07,81,Needs improvement
A02343,Jonathan Guzman,2024-08-13,73,Good technical skills
A02344,Mike Rivera,2024-01-04,75,Excellent communication
A02345,Tara Moyer,2024-07-25,92,Average performance
A02346,Gabriela Collier,2024-10-17,65,Needs improvement
A02347,George Harrington,2024-04-25,93,Average performance
A02348,Karen Salas,2024-06-10,76,Good technical skills
A02349,Deanna Roberts,2024-01-15,71,Average performance
A02350,David Erickson,2024-11-03,85,Good technical skills
A02351,Sandra Cardenas,2024-02-26,52,Average performance
A02352,Billy Gray,2024-09-08,96,Excellent communication
A02353,Rickey Garcia,2024-03-05,78,Average performance
A02354,Caroline Vargas,2024-10-16,97,Needs improvement
A02355,Albert Conley,2024-06-16,52,Needs improvement
A02356,Kenneth Moore,2023-12-30,50,Average performance
A02357,Nicole Gutierrez,2024-08-17,52,Average performance
A02358,Eric Ward,2024-03-20,96,Good technical skills
A02359,Deborah Perez,2024-05-29,73,Needs improvement
A02360,Courtney Smith,2024-10-25,52,Average performance
A02361,John Frye,2024-07-23,50,Good technical skills
A02362,Calvin Thomas,2024-09-20,90,Excellent communication
A02363,Amy Wilson,2024-01-19,53,Good technical skills
A02364,Shannon Cook,2024-09-22,60,Good technical skills
A02365,William Barrett,2024-12-01,70,Good technical skills
A02366,Samuel Cooper,2024-10-30,93,Good technical skills
A02367,Debra Rhodes,2024-10-28,69,Average performance
A02368,Maria Smith,2024-05-04,92,Good technical skills
A02369,Julie King,2024-02-11,80,Excellent communication
A02370,Robert Gutierrez,2024-05-23,51,Good technical skills
A02371,Sean Ellis,2024-08-16,95,Needs improvement
A02372,Joshua Burgess,2024-04-27,82,Needs improvement
A02373,Thomas Alvarez,2024-10-05,67,Excellent communication
A02374,Katherine Wilson,2024-02-12,57,Average performance
A02375,Bianca Jones,2024-06-24,97,Average performance
A02376,Autumn Barnes,2023-12-12,56,Excellent communication
A02377,Carlos Alexander,2024-09-13,70,Average performance
A02378,Theresa Alvarez,2024-10-01,74,Needs improvement
A02379,John Walter,2024-05-20,53,Excellent communication
A02380,Mr. Jay Murphy,2023-12-22,54,Average performance
A02381,Norma Strong DDS,2024-05-14,69,Average performance
A02382,Mark Kelly,2024-04-03,77,Excellent communication
A02383,Stefanie Moore,2024-01-09,70,Good technical skills
A02384,Richard Fox,2024-09-13,61,Good technical skills
A02385,Molly Burns,2024-10-08,97,Needs improvement
A02386,James Joseph,2024-07-08,93,Good technical skills
A02387,Nancy Johnson,2024-06-05,75,Average performance
A02388,Micheal Evans,2024-07-15,59,Good technical skills
A02389,Natalie Green,2024-09-07,87,Needs improvement
A02390,Richard Alvarez,2024-01-08,68,Needs improvement
A02391,Alexandra Brown,2024-07-08,63,Needs improvement
A02392,Michael Miller,2024-04-05,55,Good technical skills
A02393,Erin Pitts,2024-10-17,87,Good technical skills
A02394,Joann Hunt,2024-06-20,70,Needs improvement
A02395,Joseph Jones,2024-05-20,79,Good technical skills
A02396,Amber Nguyen,2024-06-11,97,Excellent communication
A02397,Michelle Johnston,2024-08-30,94,Needs improvement
A02398,Thomas Mendoza,2024-05-09,91,Good technical skills
A02399,Jeffrey West,2024-11-23,67,Needs improvement
A02400,Joseph Morrison,2023-12-31,81,Needs improvement
A02401,Joseph Bowen,2024-04-10,88,Average performance
A02402,Jennifer Martin,2024-09-18,71,Needs improvement
A02403,Lisa Hicks,2024-01-25,75,Average performance
A02404,Chad Wilson,2023-12-14,75,Excellent communication
A02405,Shelly Estes,2024-06-26,63,Good technical skills
A02406,James Obrien,2024-03-31,52,Excellent communication
A02407,Eric Whitehead,2024-08-30,71,Good technical skills
A02408,David Vasquez,2024-11-22,61,Average performance
A02409,Todd Cox,2024-02-07,62,Average performance
A02410,Megan Beard,2024-02-17,61,Average performance
A02411,Tonya Russell,2024-10-05,79,Average performance
A02412,Wendy Mason,2024-05-30,83,Needs improvement
A02413,Annette Gallegos,2024-05-19,51,Needs improvement
A02414,Kimberly White,2024-10-02,83,Average performance
A02415,Brett Stewart,2024-11-11,81,Excellent communication
A02416,Jacob Sanchez,2023-12-24,95,Excellent communication
A02417,Jeffrey Gray,2024-11-09,51,Good technical skills
A02418,Carolyn Knight,2024-11-17,55,Needs improvement
A02419,Angela Pham,2024-07-19,82,Good technical skills
A02420,Austin Foster,2024-10-09,70,Average performance
A02421,Ashley Dunn DDS,2024-11-10,78,Excellent communication
A02422,Melvin Klein Jr.,2024-04-04,100,Average performance
A02423,Shannon Reed,2024-06-07,99,Average performance
A02424,Valerie Thomas,2024-08-09,65,Excellent communication
A02425,Anthony Bryant,2024-07-27,93,Needs improvement
A02426,Steven Munoz,2024-05-24,55,Good technical skills
A02427,Maria Smith,2024-04-20,56,Good technical skills
A02428,Sarah Mora,2024-06-09,59,Needs improvement
A02429,Kenneth Anderson,2024-07-18,80,Good technical skills
A02430,William Lewis,2024-02-21,100,Needs improvement
A02431,Tanya Brooks,2024-09-11,91,Needs improvement
A02432,Molly Rivera,2024-01-04,64,Needs improvement
A02433,David Humphrey,2024-02-19,75,Excellent communication
A02434,Albert Gomez,2024-09-18,78,Excellent communication
A02435,Ellen Obrien,2024-09-16,97,Average performance
A02436,Logan Duncan,2024-04-24,85,Excellent communication
A02437,Frances Forbes,2024-05-25,78,Good technical skills
A02438,Jill Baker,2024-11-17,92,Average performance
A02439,Charles Jimenez,2024-03-15,74,Average performance
A02440,Erin West,2024-10-14,77,Needs improvement
A02441,Philip Peterson,2024-09-14,87,Excellent communication
A02442,Alexis Holloway,2024-12-06,63,Good technical skills
A02443,Daniel Cook,2024-04-29,87,Good technical skills
A02444,Rebecca Ryan,2024-11-18,79,Good technical skills
A02445,Erin Austin,2024-09-22,86,Good technical skills
A02446,Emily Collins,2023-12-21,65,Needs improvement
A02447,Sandra Stephenson,2024-04-10,59,Excellent communication
A02448,Chad Ayala,2024-04-05,79,Average performance
A02449,Tracie Carter,2024-02-25,83,Excellent communication
A02450,Brian Jarvis,2024-07-06,87,Excellent communication
A02451,Bonnie Ross,2024-09-01,92,Excellent communication
A02452,Cathy Bryant,2024-06-29,84,Good technical skills
A02453,Marissa Santiago,2024-08-09,67,Good technical skills
A02454,Edwin Campbell,2024-01-06,79,Average performance
A02455,Margaret Henderson,2024-06-13,71,Average performance
A02456,Daniel Jones,2024-08-20,72,Average performance
A02457,Connie Gray,2024-09-26,81,Needs improvement
A02458,Caitlin Davis,2024-11-22,82,Needs improvement
A02459,Shawn Sullivan,2024-10-14,80,Good technical skills
A02460,Cassandra Young,2024-06-24,89,Average performance
A02461,Joseph Alexander,2024-01-27,83,Excellent communication
A02462,Rebecca Pham,2024-03-31,98,Needs improvement
A02463,Joanna Foster,2024-07-25,95,Excellent communication
A02464,Amy Larson,2024-07-19,77,Excellent communication
A02465,William Stewart,2024-02-22,94,Needs improvement
A02466,Mr. Corey Orr Jr.,2024-10-23,96,Needs improvement
A02467,Jennifer Roberts,2024-10-09,91,Excellent communication
A02468,Phillip Myers,2024-05-27,54,Needs improvement
A02469,Jerry Cline,2024-07-08,95,Average performance
A02470,Jason Adams,2024-05-29,61,Good technical skills
A02471,Anthony Jones,2024-06-19,66,Needs improvement
A02472,Sarah Hale,2024-07-19,65,Average performance
A02473,Nicole Duran,2024-11-08,88,Good technical skills
A02474,Alexandria Mccarty,2024-11-05,72,Average performance
A02475,Roger Smith,2024-06-13,79,Excellent communication
A02476,Kayla Garcia,2024-01-09,60,Average performance
A02477,Timothy Bailey,2024-02-20,96,Excellent communication
A02478,Carl Bass,2024-04-13,70,Needs improvement
A02479,Shane Aguilar,2024-11-06,75,Excellent communication
A02480,Timothy Carpenter,2024-06-25,81,Good technical skills
A02481,Mary Parker,2024-07-26,66,Excellent communication
A02482,Martha Stone,2024-01-10,75,Needs improvement
A02483,Brooke Tucker,2024-11-22,92,Excellent communication
A02484,Brian Duncan,2024-11-01,63,Average performance
A02485,Christopher Powell,2024-08-30,95,Good technical skills
A02486,Jennifer Fields,2024-09-07,89,Average performance
A02487,Kylie Burton,2024-09-10,61,Average performance
A02488,Jessica Murray,2024-01-24,89,Good technical skills
A02489,Phillip Smith,2024-09-08,100,Needs improvement
A02490,Joseph Mccann,2024-11-08,88,Average performance
A02491,Jasmine Willis,2023-12-13,93,Good technical skills
A02492,Maria Bennett,2024-08-06,89,Needs improvement
A02493,Terry Fox,2024-10-23,68,Good technical skills
A02494,Selena Carter,2024-10-10,98,Needs improvement
A02495,Kathy Werner,2023-12-11,69,Excellent communication
A02496,Chase Jordan,2024-11-27,92,Average performance
A02497,Garrett Graham,2024-10-09,54,Good technical skills
A02498,Henry Rasmussen,2024-12-03,69,Good technical skills
A02499,Mrs. Beverly Jarvis,2024-02-08,97,Average performance
A02500,Michele Hernandez,2024-05-28,84,Needs improvement
A02501,Oscar Howard,2024-12-05,69,Needs improvement
A02502,Shawn Cruz,2024-09-05,74,Excellent communication
A02503,David Thompson,2024-08-11,57,Needs improvement
A02504,Christopher Lynch,2024-01-08,78,Good technical skills
A02505,Jason Flores,2024-04-14,55,Average performance
A02506,Joel Lee,2024-09-12,53,Needs improvement
A02507,Michael Arias,2024-02-23,94,Excellent communication
A02508,Austin Carter,2024-01-15,50,Excellent communication
A02509,Elizabeth Ochoa,2024-03-21,93,Good technical skills
A02510,Katherine Turner,2024-06-16,84,Needs improvement
A02511,Michael Henderson,2024-11-18,98,Needs improvement
A02512,Dawn Smith,2024-11-10,93,Average performance
A02513,Lynn Hughes,2024-04-09,100,Average performance
A02514,Amanda Anderson,2024-04-08,65,Needs improvement
A02515,Matthew Stevenson,2024-10-24,88,Excellent communication
A02516,Yvette Harmon,2024-08-01,54,Needs improvement
A02517,Maria Austin,2024-12-05,68,Good technical skills
A02518,Sarah Wong,2024-08-27,56,Needs improvement
A02519,Benjamin Smith,2024-04-07,62,Needs improvement
A02520,Anthony Stanton,2024-07-02,100,Average performance
A02521,Dylan Mcmahon,2024-09-04,68,Good technical skills
A02522,Robin Mccoy,2024-03-19,93,Good technical skills
A02523,Kristi Bond,2024-06-26,98,Needs improvement
A02524,Aaron Lee,2024-11-14,88,Average performance
A02525,Angie Robertson,2024-11-27,78,Excellent communication
A02526,Sarah Beltran,2024-03-06,75,Needs improvement
A02527,Victoria Peterson,2024-11-14,62,Average performance
A02528,Jacqueline Simmons,2024-07-08,58,Excellent communication
A02529,Kristen Wright,2024-08-30,53,Needs improvement
A02530,Scott Browning,2024-08-14,66,Needs improvement
A02531,Tara Berry,2024-01-20,60,Average performance
A02532,Tracey Burgess,2024-04-06,73,Excellent communication
A02533,Chase Zimmerman,2024-05-20,76,Good technical skills
A02534,Melissa Benton,2024-11-13,57,Average performance
A02535,Kerry Thompson,2024-02-21,83,Needs improvement
A02536,Michelle Thomas,2024-09-10,66,Good technical skills
A02537,Ashley Taylor,2024-06-02,71,Needs improvement
A02538,Jennifer Herman,2024-09-17,70,Average performance
A02539,Jade Goodman,2024-08-04,99,Excellent communication
A02540,Jonathan Pena,2024-05-14,94,Needs improvement
A02541,Shannon Campbell,2024-02-04,70,Good technical skills
A02542,Valerie Stone,2024-05-19,78,Excellent communication
A02543,Samuel Carter,2024-05-29,74,Good technical skills
A02544,Thomas Allison,2024-05-13,59,Average performance
A02545,Kathy Blevins,2024-03-04,82,Needs improvement
A02546,Sonya Mcdonald,2024-02-06,100,Needs improvement
A02547,Kari Richardson,2024-05-31,92,Good technical skills
A02548,Hailey Campbell,2024-08-25,94,Needs improvement
A02549,Cynthia Thompson,2024-12-02,90,Excellent communication
A02550,Eric Holland,2024-04-28,81,Needs improvement
A02551,Jason Johnson,2024-11-16,74,Average performance
A02552,Jonathan Jarvis,2024-09-12,54,Excellent communication
A02553,Rachael Jackson,2024-04-04,53,Good technical skills
A02554,Ronald Martinez,2024-03-14,60,Good technical skills
A02555,Kyle Maldonado,2024-01-23,95,Average performance
A02556,Steven Woodard,2024-06-26,82,Needs improvement
A02557,John Swanson,2024-09-24,69,Average performance
A02558,Dr. Lisa Shaw DDS,2024-01-18,90,Average performance
A02559,Matthew Hensley DDS,2024-11-21,73,Needs improvement
A02560,Caroline Aguilar,2024-10-15,52,Excellent communication
A02561,Heidi Cortez,2024-11-21,63,Excellent communication
A02562,Dawn Ellis,2024-02-13,63,Needs improvement
A02563,Monique Mckay,2024-04-10,66,Needs improvement
A02564,Ryan Foster DDS,2024-10-29,85,Average performance
A02565,Maureen Johnson,2024-03-23,64,Good technical skills
A02566,Blake Martinez,2024-12-01,71,Average performance
A02567,Megan Brennan,2024-02-24,59,Excellent communication
A02568,Dr. Toni Pacheco,2024-01-16,62,Needs improvement
A02569,Stephanie Barrera,2024-04-08,98,Good technical skills
A02570,Stephanie Jones,2024-01-01,93,Excellent communication
A02571,Michelle Villarreal,2023-12-16,85,Average performance
A02572,Leslie Good,2024-03-03,71,Good technical skills
A02573,David Rodriguez,2024-11-30,98,Good technical skills
A02574,Michelle Hines,2024-07-27,77,Excellent communication
A02575,Terry Myers,2024-10-05,56,Excellent communication
A02576,Kyle Yu,2024-05-18,99,Average performance
A02577,Darren Nunez,2024-12-07,54,Average performance
A02578,Tonya Clark,2024-10-03,52,Good technical skills
A02579,Chad Jones,2024-03-23,77,Good technical skills
A02580,Miranda Dunn,2024-07-19,74,Good technical skills
A02581,Lindsay Hill,2024-05-02,92,Average performance
A02582,Amanda Mason,2024-07-13,72,Good technical skills
A02583,Charles Hughes,2024-11-13,72,Average performance
A02584,Andrew Johnson,2024-01-30,68,Needs improvement
A02585,Jacob Roberts DVM,2024-02-07,77,Average performance
A02586,John Jimenez,2024-07-10,63,Needs improvement
A02587,Marcus Jacobs,2024-05-25,68,Needs improvement
A02588,Kurt Richardson,2024-08-02,78,Excellent communication
A02589,Glenn Reynolds,2024-01-20,55,Needs improvement
A02590,Derrick Hoffman,2024-01-04,56,Good technical skills
A02591,Brianna Wiley,2024-03-02,57,Good technical skills
A02592,Shawn Scott,2024-01-12,84,Average performance
A02593,Jose Marshall,2024-01-10,76,Needs improvement
A02594,Tracy Price,2024-09-12,66,Good technical skills
A02595,Edward Miller,2023-12-12,63,Excellent communication
A02596,John Williams,2023-12-26,86,Average performance
A02597,Lauren Reid,2024-01-21,83,Average performance
A02598,Robert Morse,2024-09-05,99,Excellent communication
A02599,Diane Dixon,2024-06-14,88,Average performance
A02600,Gregory Harris,2024-04-17,83,Needs improvement
A02601,Darrell Richards,2024-06-13,55,Average performance
A02602,Amanda Jarvis,2024-07-07,78,Average performance
A02603,Lee Mckay,2024-04-29,80,Needs improvement
A02604,Shannon Jackson,2024-04-17,72,Average performance
A02605,George Nixon,2024-01-14,63,Needs improvement
A02606,Thomas Martinez,2024-10-17,89,Needs improvement
A02607,Heather Gonzalez,2024-03-17,68,Average performance
A02608,Heather Martin,2024-05-21,96,Excellent communication
A02609,Parker Jackson,2024-02-07,78,Excellent communication
A02610,Bianca Santana,2024-09-14,67,Good technical skills
A02611,Tammy Allen,2024-11-17,63,Average performance
A02612,Charles Thomas,2024-01-29,51,Average performance
A02613,Amanda Avila,2024-08-10,90,Good technical skills
A02614,Kari Ferrell,2024-09-19,52,Good technical skills
A02615,Kimberly Roman,2024-07-13,58,Average performance
A02616,Stacy Burton,2024-04-10,55,Good technical skills
A02617,Emily Houston,2024-08-23,50,Excellent communication
A02618,Matthew Melton,2023-12-10,83,Excellent communication
A02619,Kimberly Franklin,2024-10-20,76,Excellent communication
A02620,Matthew Dunn,2024-04-12,68,Good technical skills
A02621,Mr. Edward Bailey,2024-01-16,61,Excellent communication
A02622,Justin Kelley,2024-01-09,71,Average performance
A02623,Alex Robinson IV,2023-12-20,70,Good technical skills
A02624,John Patterson,2024-01-05,74,Excellent communication
A02625,Melissa Mccarty,2024-05-20,62,Needs improvement
A02626,Melanie Anderson,2024-11-25,54,Excellent communication
A02627,Anthony Stark,2024-08-07,50,Needs improvement
A02628,Susan Chapman MD,2024-08-20,72,Excellent communication
A02629,Monica Wright,2024-08-04,99,Average performance
A02630,Dr. Rita Smith,2024-10-17,83,Excellent communication
A02631,Barbara Murphy,2024-12-05,54,Excellent communication
A02632,Jeffrey Rogers,2024-04-21,81,Good technical skills
A02633,Joseph King,2024-02-19,98,Good technical skills
A02634,Michael Soto,2023-12-23,61,Needs improvement
A02635,Jamie Cruz,2024-10-30,94,Needs improvement
A02636,William Washington,2024-11-20,98,Average performance
A02637,James Griffin,2024-07-31,55,Average performance
A02638,Scott Taylor,2024-07-01,62,Good technical skills
A02639,Holly Gomez,2024-06-04,85,Average performance
A02640,Amber Wagner,2024-05-03,99,Average performance
A02641,Victor Rollins MD,2023-12-18,55,Needs improvement
A02642,Cynthia Petty,2024-03-27,77,Excellent communication
A02643,Dr. Stephanie Vaughn,2024-11-20,97,Needs improvement
A02644,Dr. Michael Smith,2024-04-15,94,Average performance
A02645,Brian Mcintyre,2024-06-26,94,Good technical skills
A02646,Ralph Myers,2024-06-12,68,Good technical skills
A02647,Natasha Brady,2024-10-23,60,Excellent communication
A02648,Ann Pena,2024-04-03,56,Excellent communication
A02649,Jennifer Harrington,2024-06-19,58,Average performance
A02650,Cheyenne Short,2024-01-18,91,Average performance
A02651,Nancy Houston,2024-08-10,63,Excellent communication
A02652,Angela Edwards,2024-07-23,64,Average performance
A02653,Dawn Summers,2024-02-27,62,Average performance
A02654,Derek Williams,2024-05-04,91,Needs improvement
A02655,Phillip Cook,2024-04-01,93,Average performance
A02656,Whitney Phillips,2024-10-01,54,Excellent communication
A02657,Jessica Greene,2024-06-08,92,Average performance
A02658,Amy Cooper,2024-05-06,67,Needs improvement
A02659,Margaret Murray,2024-09-29,79,Needs improvement
A02660,Richard Moses,2024-06-24,88,Excellent communication
A02661,Cynthia Rodriguez,2024-01-21,65,Average performance
A02662,Travis Tanner,2024-07-12,100,Excellent communication
A02663,Christopher Mercer,2024-03-10,80,Good technical skills
A02664,Donna Hayes,2024-01-03,75,Good technical skills
A02665,Wayne Hernandez,2023-12-14,97,Good technical skills
A02666,Sandy Simon,2024-03-26,74,Excellent communication
A02667,Christopher Pena,2024-08-16,62,Good technical skills
A02668,Katherine Foster,2024-09-02,89,Average performance
A02669,Tina Barnes,2024-04-16,100,Good technical skills
A02670,David Thompson,2024-03-03,75,Needs improvement
A02671,Claudia Hooper,2024-05-18,64,Excellent communication
A02672,Michelle York,2024-10-17,52,Good technical skills
A02673,Grant Knight,2024-03-18,68,Good technical skills
A02674,Michael Joseph,2023-12-22,50,Excellent communication
A02675,Christopher Sullivan,2024-05-19,98,Average performance
A02676,Jordan Blair,2024-05-03,77,Excellent communication
A02677,Paul Clark III,2024-07-22,80,Average performance
A02678,Dr. Deborah Pearson,2024-09-21,69,Average performance
A02679,Timothy Rogers,2024-07-06,83,Excellent communication
A02680,Jesse Caldwell,2023-12-21,57,Good technical skills
A02681,Oscar Daniels,2024-03-20,84,Needs improvement
A02682,Kimberly Myers,2024-11-25,71,Excellent communication
A02683,Joseph Davis,2024-10-09,79,Average performance
A02684,William Smith,2023-12-20,84,Good technical skills
A02685,Cheryl Cervantes,2024-10-14,63,Needs improvement
A02686,Theresa Smith,2024-06-16,73,Excellent communication
A02687,Tamara Jones,2024-01-07,79,Needs improvement
A02688,Stephen Robinson Jr.,2024-03-08,51,Good technical skills
A02689,Elizabeth West,2024-03-09,54,Good technical skills
A02690,Michael Cruz,2024-08-21,95,Average performance
A02691,Eddie Wu,2024-05-01,51,Excellent communication
A02692,Charles Jones,2024-08-28,76,Average performance
A02693,Jorge Cameron,2024-04-27,53,Good technical skills
A02694,David Wallace,2024-08-29,71,Good technical skills
A02695,Justin Schwartz,2024-02-16,95,Good technical skills
A02696,Donna Fry,2024-07-03,53,Needs improvement
A02697,Kenneth Martinez,2024-06-26,84,Average performance
A02698,Heidi Bryan,2024-08-08,84,Needs improvement
A02699,John Clark,2024-08-19,53,Excellent communication
A02700,Christopher Smith,2024-11-16,66,Good technical skills
A02701,Kimberly Phillips,2024-07-09,59,Good technical skills
A02702,Kaitlin Carlson,2024-09-19,92,Excellent communication
A02703,Raymond Austin,2024-08-19,50,Good technical skills
A02704,Brian Powell,2024-01-25,78,Good technical skills
A02705,Alison Wilson,2024-09-14,88,Excellent communication
A02706,James Copeland,2024-05-18,60,Good technical skills
A02707,Robert Baker,2024-10-10,50,Good technical skills
A02708,Jeffrey Thomas,2024-07-25,57,Good technical skills
A02709,Andrea Best,2024-01-25,83,Average performance
A02710,George Keller,2024-11-14,68,Good technical skills
A02711,Lisa Gonzalez,2024-04-04,96,Excellent communication
A02712,Steve Donaldson,2024-07-13,90,Good technical skills
A02713,Rachel Terrell,2024-12-01,90,Excellent communication
A02714,Mitchell Rojas,2024-01-02,63,Average performance
A02715,Kayla Robles,2024-02-17,50,Needs improvement
A02716,Dennis Morgan,2024-07-17,59,Excellent communication
A02717,Alicia Hubbard,2024-11-07,81,Excellent communication
A02718,Jacob Owens,2024-04-28,63,Good technical skills
A02719,Sarah Mccoy,2024-02-13,59,Excellent communication
A02720,Leslie Diaz,2024-01-18,65,Good technical skills
A02721,Karen Lee,2024-09-12,98,Excellent communication
A02722,Gina White,2024-09-05,88,Average performance
A02723,Tammy Stafford,2024-03-09,79,Excellent communication
A02724,Mark Robinson,2024-05-26,86,Good technical skills
A02725,Nicole Byrd,2024-10-24,64,Needs improvement
A02726,James Lewis,2024-06-13,94,Average performance
A02727,Victor Kelley,2024-03-18,97,Good technical skills
A02728,Jacqueline Black,2024-05-22,61,Good technical skills
A02729,Steven Hobbs,2024-10-23,53,Needs improvement
A02730,Kayla Lewis,2024-04-01,62,Excellent communication
A02731,Vanessa Delacruz,2024-02-07,65,Excellent communication
A02732,Misty Cardenas,2023-12-13,98,Average performance
A02733,Mrs. Erin Maynard,2024-03-18,89,Good technical skills
A02734,Carmen Rich,2023-12-30,56,Excellent communication
A02735,Tina Martinez,2024-10-02,57,Needs improvement
A02736,Erin Peters,2024-01-03,58,Needs improvement
A02737,Courtney Monroe,2024-07-31,90,Needs improvement
A02738,Michael Johnson,2024-11-15,91,Good technical skills
A02739,Amanda Arellano,2024-09-23,58,Needs improvement
A02740,Cynthia Mccall,2024-01-11,85,Excellent communication
A02741,Daniel Baker,2024-02-14,84,Needs improvement
A02742,Alexander Jones,2024-06-23,60,Needs improvement
A02743,Kelsey Ayala,2023-12-13,64,Average performance
A02744,Juan Powers,2024-07-21,74,Needs improvement
A02745,James Baxter,2024-06-12,60,Average performance
A02746,Glen Sutton,2024-07-15,66,Good technical skills
A02747,Amanda Meadows,2024-03-24,86,Needs improvement
A02748,Carlos Mclean,2024-11-26,72,Good technical skills
A02749,Scott Clark,2024-10-24,67,Good technical skills
A02750,Virginia Wilson,2024-02-04,88,Excellent communication
A02751,Lindsay Cooper,2024-02-12,51,Needs improvement
A02752,Kelly Fletcher,2024-05-22,72,Average performance
A02753,Nicole Lopez,2024-10-22,56,Excellent communication
A02754,Amanda Hawkins,2024-02-04,75,Good technical skills
A02755,Sarah Lee,2024-06-13,93,Average performance
A02756,Robert Fields,2024-03-07,96,Good technical skills
A02757,Shane Ayers,2024-11-14,52,Needs improvement
A02758,Anne Walton,2024-09-27,67,Excellent communication
A02759,Holly Johns,2024-03-10,52,Average performance
A02760,Sharon Parker,2024-05-06,55,Good technical skills
A02761,Michele Charles,2024-02-07,55,Excellent communication
A02762,Mr. Stephen Anderson,2024-08-11,66,Average performance
A02763,Crystal Fuller,2024-07-16,68,Needs improvement
A02764,Mrs. Peggy Adams,2024-11-28,52,Excellent communication
A02765,William Mcclain,2024-01-11,85,Needs improvement
A02766,Thomas Baker Jr.,2024-09-01,77,Average performance
A02767,John Mckenzie,2024-08-15,63,Needs improvement
